season,team_href
2009.0,/cfb/schools/clemson/
2009.0,/cfb/schools/boston-college/
2009.0,/cfb/schools/florida-state/
2009.0,/cfb/schools/wake-forest/
2009.0,/cfb/schools/north-carolina-state/
2009.0,/cfb/schools/maryland/
2009.0,/cfb/schools/georgia-tech/
2009.0,/cfb/schools/virginia-tech/
2009.0,/cfb/schools/miami-fl/
2009.0,/cfb/schools/north-carolina/
2009.0,/cfb/schools/duke/
2009.0,/cfb/schools/virginia/
2009.0,/cfb/schools/nebraska/
2009.0,/cfb/schools/missouri/
2009.0,/cfb/schools/kansas-state/
2009.0,/cfb/schools/iowa-state/
2009.0,/cfb/schools/colorado/
2009.0,/cfb/schools/kansas/
2009.0,/cfb/schools/texas/
2009.0,/cfb/schools/oklahoma-state/
2009.0,/cfb/schools/oklahoma/
2009.0,/cfb/schools/texas-tech/
2009.0,/cfb/schools/texas-am/
2009.0,/cfb/schools/baylor/
2009.0,/cfb/schools/cincinnati/
2009.0,/cfb/schools/pittsburgh/
2009.0,/cfb/schools/west-virginia/
2009.0,/cfb/schools/connecticut/
2009.0,/cfb/schools/rutgers/
2009.0,/cfb/schools/south-florida/
2009.0,/cfb/schools/louisville/
2009.0,/cfb/schools/syracuse/
2009.0,/cfb/schools/ohio-state/
2009.0,/cfb/schools/iowa/
2009.0,/cfb/schools/penn-state/
2009.0,/cfb/schools/wisconsin/
2009.0,/cfb/schools/northwestern/
2009.0,/cfb/schools/michigan-state/
2009.0,/cfb/schools/purdue/
2009.0,/cfb/schools/minnesota/
2009.0,/cfb/schools/illinois/
2009.0,/cfb/schools/michigan/
2009.0,/cfb/schools/indiana/
2009.0,/cfb/schools/east-carolina/
2009.0,/cfb/schools/central-florida/
2009.0,/cfb/schools/southern-mississippi/
2009.0,/cfb/schools/marshall/
2009.0,/cfb/schools/alabama-birmingham/
2009.0,/cfb/schools/memphis/
2009.0,/cfb/schools/houston/
2009.0,/cfb/schools/southern-methodist/
2009.0,/cfb/schools/tulsa/
2009.0,/cfb/schools/texas-el-paso/
2009.0,/cfb/schools/rice/
2009.0,/cfb/schools/tulane/
2009.0,/cfb/schools/navy/
2009.0,/cfb/schools/notre-dame/
2009.0,/cfb/schools/army/
2009.0,/cfb/schools/ohio/
2009.0,/cfb/schools/temple/
2009.0,/cfb/schools/bowling-green-state/
2009.0,/cfb/schools/kent-state/
2009.0,/cfb/schools/buffalo/
2009.0,/cfb/schools/akron/
2009.0,/cfb/schools/miami-oh/
2009.0,/cfb/schools/central-michigan/
2009.0,/cfb/schools/northern-illinois/
2009.0,/cfb/schools/western-michigan/
2009.0,/cfb/schools/toledo/
2009.0,/cfb/schools/ball-state/
2009.0,/cfb/schools/eastern-michigan/
2009.0,/cfb/schools/texas-christian/
2009.0,/cfb/schools/brigham-young/
2009.0,/cfb/schools/utah/
2009.0,/cfb/schools/air-force/
2009.0,/cfb/schools/wyoming/
2009.0,/cfb/schools/nevada-las-vegas/
2009.0,/cfb/schools/san-diego-state/
2009.0,/cfb/schools/new-mexico/
2009.0,/cfb/schools/colorado-state/
2009.0,/cfb/schools/oregon/
2009.0,/cfb/schools/arizona/
2009.0,/cfb/schools/oregon-state/
2009.0,/cfb/schools/stanford/
2009.0,/cfb/schools/california/
2009.0,/cfb/schools/southern-california/
2009.0,/cfb/schools/washington/
2009.0,/cfb/schools/ucla/
2009.0,/cfb/schools/arizona-state/
2009.0,/cfb/schools/washington-state/
2009.0,/cfb/schools/florida/
2009.0,/cfb/schools/georgia/
2009.0,/cfb/schools/tennessee/
2009.0,/cfb/schools/kentucky/
2009.0,/cfb/schools/south-carolina/
2009.0,/cfb/schools/vanderbilt/
2009.0,/cfb/schools/alabama/
2009.0,/cfb/schools/louisiana-state/
2009.0,/cfb/schools/mississippi/
2009.0,/cfb/schools/arkansas/
2009.0,/cfb/schools/auburn/
2009.0,/cfb/schools/mississippi-state/
2009.0,/cfb/schools/troy/
2009.0,/cfb/schools/middle-tennessee-state/
2009.0,/cfb/schools/louisiana-monroe/
2009.0,/cfb/schools/florida-atlantic/
2009.0,/cfb/schools/louisiana-lafayette/
2009.0,/cfb/schools/arkansas-state/
2009.0,/cfb/schools/florida-international/
2009.0,/cfb/schools/north-texas/
2009.0,/cfb/schools/western-kentucky/
2009.0,/cfb/schools/boise-state/
2009.0,/cfb/schools/nevada/
2009.0,/cfb/schools/fresno-state/
2009.0,/cfb/schools/idaho/
2009.0,/cfb/schools/hawaii/
2009.0,/cfb/schools/louisiana-tech/
2009.0,/cfb/schools/utah-state/
2009.0,/cfb/schools/new-mexico-state/
2009.0,/cfb/schools/san-jose-state/
2010.0,/cfb/schools/florida-state/
2010.0,/cfb/schools/maryland/
2010.0,/cfb/schools/north-carolina-state/
2010.0,/cfb/schools/boston-college/
2010.0,/cfb/schools/clemson/
2010.0,/cfb/schools/wake-forest/
2010.0,/cfb/schools/virginia-tech/
2010.0,/cfb/schools/miami-fl/
2010.0,/cfb/schools/north-carolina/
2010.0,/cfb/schools/georgia-tech/
2010.0,/cfb/schools/virginia/
2010.0,/cfb/schools/duke/
2010.0,/cfb/schools/missouri/
2010.0,/cfb/schools/nebraska/
2010.0,/cfb/schools/kansas-state/
2010.0,/cfb/schools/iowa-state/
2010.0,/cfb/schools/colorado/
2010.0,/cfb/schools/kansas/
2010.0,/cfb/schools/oklahoma/
2010.0,/cfb/schools/oklahoma-state/
2010.0,/cfb/schools/texas-am/
2010.0,/cfb/schools/baylor/
2010.0,/cfb/schools/texas-tech/
2010.0,/cfb/schools/texas/
2010.0,/cfb/schools/connecticut/
2010.0,/cfb/schools/pittsburgh/
2010.0,/cfb/schools/west-virginia/
2010.0,/cfb/schools/syracuse/
2010.0,/cfb/schools/south-florida/
2010.0,/cfb/schools/louisville/
2010.0,/cfb/schools/cincinnati/
2010.0,/cfb/schools/rutgers/
2010.0,/cfb/schools/ohio-state/
2010.0,/cfb/schools/michigan-state/
2010.0,/cfb/schools/wisconsin/
2010.0,/cfb/schools/iowa/
2010.0,/cfb/schools/illinois/
2010.0,/cfb/schools/penn-state/
2010.0,/cfb/schools/michigan/
2010.0,/cfb/schools/northwestern/
2010.0,/cfb/schools/purdue/
2010.0,/cfb/schools/minnesota/
2010.0,/cfb/schools/indiana/
2010.0,/cfb/schools/central-florida/
2010.0,/cfb/schools/southern-mississippi/
2010.0,/cfb/schools/east-carolina/
2010.0,/cfb/schools/marshall/
2010.0,/cfb/schools/alabama-birmingham/
2010.0,/cfb/schools/memphis/
2010.0,/cfb/schools/tulsa/
2010.0,/cfb/schools/southern-methodist/
2010.0,/cfb/schools/houston/
2010.0,/cfb/schools/texas-el-paso/
2010.0,/cfb/schools/rice/
2010.0,/cfb/schools/tulane/
2010.0,/cfb/schools/navy/
2010.0,/cfb/schools/notre-dame/
2010.0,/cfb/schools/army/
2010.0,/cfb/schools/miami-oh/
2010.0,/cfb/schools/ohio/
2010.0,/cfb/schools/temple/
2010.0,/cfb/schools/kent-state/
2010.0,/cfb/schools/bowling-green-state/
2010.0,/cfb/schools/buffalo/
2010.0,/cfb/schools/akron/
2010.0,/cfb/schools/northern-illinois/
2010.0,/cfb/schools/toledo/
2010.0,/cfb/schools/western-michigan/
2010.0,/cfb/schools/ball-state/
2010.0,/cfb/schools/central-michigan/
2010.0,/cfb/schools/eastern-michigan/
2010.0,/cfb/schools/texas-christian/
2010.0,/cfb/schools/utah/
2010.0,/cfb/schools/air-force/
2010.0,/cfb/schools/san-diego-state/
2010.0,/cfb/schools/brigham-young/
2010.0,/cfb/schools/colorado-state/
2010.0,/cfb/schools/nevada-las-vegas/
2010.0,/cfb/schools/wyoming/
2010.0,/cfb/schools/new-mexico/
2010.0,/cfb/schools/oregon/
2010.0,/cfb/schools/stanford/
2010.0,/cfb/schools/southern-california/
2010.0,/cfb/schools/washington/
2010.0,/cfb/schools/arizona/
2010.0,/cfb/schools/arizona-state/
2010.0,/cfb/schools/oregon-state/
2010.0,/cfb/schools/california/
2010.0,/cfb/schools/ucla/
2010.0,/cfb/schools/washington-state/
2010.0,/cfb/schools/south-carolina/
2010.0,/cfb/schools/florida/
2010.0,/cfb/schools/georgia/
2010.0,/cfb/schools/tennessee/
2010.0,/cfb/schools/kentucky/
2010.0,/cfb/schools/vanderbilt/
2010.0,/cfb/schools/auburn/
2010.0,/cfb/schools/louisiana-state/
2010.0,/cfb/schools/arkansas/
2010.0,/cfb/schools/alabama/
2010.0,/cfb/schools/mississippi-state/
2010.0,/cfb/schools/mississippi/
2010.0,/cfb/schools/troy/
2010.0,/cfb/schools/florida-international/
2010.0,/cfb/schools/middle-tennessee-state/
2010.0,/cfb/schools/louisiana-monroe/
2010.0,/cfb/schools/arkansas-state/
2010.0,/cfb/schools/florida-atlantic/
2010.0,/cfb/schools/louisiana-lafayette/
2010.0,/cfb/schools/north-texas/
2010.0,/cfb/schools/western-kentucky/
2010.0,/cfb/schools/boise-state/
2010.0,/cfb/schools/nevada/
2010.0,/cfb/schools/hawaii/
2010.0,/cfb/schools/fresno-state/
2010.0,/cfb/schools/louisiana-tech/
2010.0,/cfb/schools/idaho/
2010.0,/cfb/schools/utah-state/
2010.0,/cfb/schools/new-mexico-state/
2010.0,/cfb/schools/san-jose-state/
2011.0,/cfb/schools/clemson/
2011.0,/cfb/schools/florida-state/
2011.0,/cfb/schools/wake-forest/
2011.0,/cfb/schools/north-carolina-state/
2011.0,/cfb/schools/boston-college/
2011.0,/cfb/schools/maryland/
2011.0,/cfb/schools/virginia-tech/
2011.0,/cfb/schools/georgia-tech/
2011.0,/cfb/schools/virginia/
2011.0,/cfb/schools/miami-fl/
2011.0,/cfb/schools/north-carolina/
2011.0,/cfb/schools/duke/
2011.0,/cfb/schools/oklahoma-state/
2011.0,/cfb/schools/kansas-state/
2011.0,/cfb/schools/baylor/
2011.0,/cfb/schools/oklahoma/
2011.0,/cfb/schools/missouri/
2011.0,/cfb/schools/texas/
2011.0,/cfb/schools/texas-am/
2011.0,/cfb/schools/iowa-state/
2011.0,/cfb/schools/texas-tech/
2011.0,/cfb/schools/kansas/
2011.0,/cfb/schools/cincinnati/
2011.0,/cfb/schools/west-virginia/
2011.0,/cfb/schools/louisville/
2011.0,/cfb/schools/rutgers/
2011.0,/cfb/schools/pittsburgh/
2011.0,/cfb/schools/connecticut/
2011.0,/cfb/schools/south-florida/
2011.0,/cfb/schools/syracuse/
2011.0,/cfb/schools/wisconsin/
2011.0,/cfb/schools/penn-state/
2011.0,/cfb/schools/purdue/
2011.0,/cfb/schools/ohio-state/
2011.0,/cfb/schools/illinois/
2011.0,/cfb/schools/indiana/
2011.0,/cfb/schools/michigan-state/
2011.0,/cfb/schools/michigan/
2011.0,/cfb/schools/nebraska/
2011.0,/cfb/schools/iowa/
2011.0,/cfb/schools/northwestern/
2011.0,/cfb/schools/minnesota/
2011.0,/cfb/schools/southern-mississippi/
2011.0,/cfb/schools/marshall/
2011.0,/cfb/schools/east-carolina/
2011.0,/cfb/schools/central-florida/
2011.0,/cfb/schools/alabama-birmingham/
2011.0,/cfb/schools/memphis/
2011.0,/cfb/schools/houston/
2011.0,/cfb/schools/tulsa/
2011.0,/cfb/schools/southern-methodist/
2011.0,/cfb/schools/rice/
2011.0,/cfb/schools/texas-el-paso/
2011.0,/cfb/schools/tulane/
2011.0,/cfb/schools/brigham-young/
2011.0,/cfb/schools/notre-dame/
2011.0,/cfb/schools/navy/
2011.0,/cfb/schools/army/
2011.0,/cfb/schools/ohio/
2011.0,/cfb/schools/temple/
2011.0,/cfb/schools/kent-state/
2011.0,/cfb/schools/bowling-green-state/
2011.0,/cfb/schools/miami-oh/
2011.0,/cfb/schools/buffalo/
2011.0,/cfb/schools/akron/
2011.0,/cfb/schools/northern-illinois/
2011.0,/cfb/schools/toledo/
2011.0,/cfb/schools/western-michigan/
2011.0,/cfb/schools/ball-state/
2011.0,/cfb/schools/eastern-michigan/
2011.0,/cfb/schools/central-michigan/
2011.0,/cfb/schools/texas-christian/
2011.0,/cfb/schools/boise-state/
2011.0,/cfb/schools/wyoming/
2011.0,/cfb/schools/san-diego-state/
2011.0,/cfb/schools/air-force/
2011.0,/cfb/schools/colorado-state/
2011.0,/cfb/schools/nevada-las-vegas/
2011.0,/cfb/schools/new-mexico/
2011.0,/cfb/schools/oregon/
2011.0,/cfb/schools/stanford/
2011.0,/cfb/schools/washington/
2011.0,/cfb/schools/california/
2011.0,/cfb/schools/oregon-state/
2011.0,/cfb/schools/washington-state/
2011.0,/cfb/schools/southern-california/
2011.0,/cfb/schools/ucla/
2011.0,/cfb/schools/utah/
2011.0,/cfb/schools/arizona-state/
2011.0,/cfb/schools/arizona/
2011.0,/cfb/schools/colorado/
2011.0,/cfb/schools/georgia/
2011.0,/cfb/schools/south-carolina/
2011.0,/cfb/schools/florida/
2011.0,/cfb/schools/kentucky/
2011.0,/cfb/schools/vanderbilt/
2011.0,/cfb/schools/tennessee/
2011.0,/cfb/schools/louisiana-state/
2011.0,/cfb/schools/alabama/
2011.0,/cfb/schools/arkansas/
2011.0,/cfb/schools/auburn/
2011.0,/cfb/schools/mississippi-state/
2011.0,/cfb/schools/mississippi/
2011.0,/cfb/schools/arkansas-state/
2011.0,/cfb/schools/western-kentucky/
2011.0,/cfb/schools/louisiana-lafayette/
2011.0,/cfb/schools/florida-international/
2011.0,/cfb/schools/north-texas/
2011.0,/cfb/schools/louisiana-monroe/
2011.0,/cfb/schools/troy/
2011.0,/cfb/schools/middle-tennessee-state/
2011.0,/cfb/schools/florida-atlantic/
2011.0,/cfb/schools/louisiana-tech/
2011.0,/cfb/schools/nevada/
2011.0,/cfb/schools/utah-state/
2011.0,/cfb/schools/hawaii/
2011.0,/cfb/schools/san-jose-state/
2011.0,/cfb/schools/fresno-state/
2011.0,/cfb/schools/new-mexico-state/
2011.0,/cfb/schools/idaho/
2012.0,/cfb/schools/clemson/
2012.0,/cfb/schools/florida-state/
2012.0,/cfb/schools/north-carolina-state/
2012.0,/cfb/schools/wake-forest/
2012.0,/cfb/schools/maryland/
2012.0,/cfb/schools/boston-college/
2012.0,/cfb/schools/north-carolina/
2012.0,/cfb/schools/georgia-tech/
2012.0,/cfb/schools/miami-fl/
2012.0,/cfb/schools/virginia-tech/
2012.0,/cfb/schools/duke/
2012.0,/cfb/schools/virginia/
2012.0,/cfb/schools/kansas-state/
2012.0,/cfb/schools/oklahoma/
2012.0,/cfb/schools/oklahoma-state/
2012.0,/cfb/schools/texas/
2012.0,/cfb/schools/baylor/
2012.0,/cfb/schools/texas-tech/
2012.0,/cfb/schools/texas-christian/
2012.0,/cfb/schools/west-virginia/
2012.0,/cfb/schools/iowa-state/
2012.0,/cfb/schools/kansas/
2012.0,/cfb/schools/louisville/
2012.0,/cfb/schools/cincinnati/
2012.0,/cfb/schools/rutgers/
2012.0,/cfb/schools/syracuse/
2012.0,/cfb/schools/pittsburgh/
2012.0,/cfb/schools/connecticut/
2012.0,/cfb/schools/temple/
2012.0,/cfb/schools/south-florida/
2012.0,/cfb/schools/ohio-state/
2012.0,/cfb/schools/penn-state/
2012.0,/cfb/schools/wisconsin/
2012.0,/cfb/schools/purdue/
2012.0,/cfb/schools/indiana/
2012.0,/cfb/schools/illinois/
2012.0,/cfb/schools/nebraska/
2012.0,/cfb/schools/michigan/
2012.0,/cfb/schools/northwestern/
2012.0,/cfb/schools/michigan-state/
2012.0,/cfb/schools/minnesota/
2012.0,/cfb/schools/iowa/
2012.0,/cfb/schools/central-florida/
2012.0,/cfb/schools/east-carolina/
2012.0,/cfb/schools/marshall/
2012.0,/cfb/schools/memphis/
2012.0,/cfb/schools/alabama-birmingham/
2012.0,/cfb/schools/southern-mississippi/
2012.0,/cfb/schools/tulsa/
2012.0,/cfb/schools/southern-methodist/
2012.0,/cfb/schools/rice/
2012.0,/cfb/schools/houston/
2012.0,/cfb/schools/texas-el-paso/
2012.0,/cfb/schools/tulane/
2012.0,/cfb/schools/notre-dame/
2012.0,/cfb/schools/brigham-young/
2012.0,/cfb/schools/navy/
2012.0,/cfb/schools/army/
2012.0,/cfb/schools/kent-state/
2012.0,/cfb/schools/bowling-green-state/
2012.0,/cfb/schools/ohio/
2012.0,/cfb/schools/buffalo/
2012.0,/cfb/schools/miami-oh/
2012.0,/cfb/schools/massachusetts/
2012.0,/cfb/schools/akron/
2012.0,/cfb/schools/northern-illinois/
2012.0,/cfb/schools/ball-state/
2012.0,/cfb/schools/toledo/
2012.0,/cfb/schools/central-michigan/
2012.0,/cfb/schools/western-michigan/
2012.0,/cfb/schools/eastern-michigan/
2012.0,/cfb/schools/boise-state/
2012.0,/cfb/schools/fresno-state/
2012.0,/cfb/schools/san-diego-state/
2012.0,/cfb/schools/air-force/
2012.0,/cfb/schools/nevada/
2012.0,/cfb/schools/colorado-state/
2012.0,/cfb/schools/wyoming/
2012.0,/cfb/schools/nevada-las-vegas/
2012.0,/cfb/schools/new-mexico/
2012.0,/cfb/schools/hawaii/
2012.0,/cfb/schools/oregon/
2012.0,/cfb/schools/stanford/
2012.0,/cfb/schools/oregon-state/
2012.0,/cfb/schools/washington/
2012.0,/cfb/schools/california/
2012.0,/cfb/schools/washington-state/
2012.0,/cfb/schools/ucla/
2012.0,/cfb/schools/arizona-state/
2012.0,/cfb/schools/southern-california/
2012.0,/cfb/schools/arizona/
2012.0,/cfb/schools/utah/
2012.0,/cfb/schools/colorado/
2012.0,/cfb/schools/florida/
2012.0,/cfb/schools/georgia/
2012.0,/cfb/schools/south-carolina/
2012.0,/cfb/schools/vanderbilt/
2012.0,/cfb/schools/missouri/
2012.0,/cfb/schools/tennessee/
2012.0,/cfb/schools/kentucky/
2012.0,/cfb/schools/alabama/
2012.0,/cfb/schools/texas-am/
2012.0,/cfb/schools/louisiana-state/
2012.0,/cfb/schools/mississippi-state/
2012.0,/cfb/schools/mississippi/
2012.0,/cfb/schools/arkansas/
2012.0,/cfb/schools/auburn/
2012.0,/cfb/schools/arkansas-state/
2012.0,/cfb/schools/louisiana-lafayette/
2012.0,/cfb/schools/louisiana-monroe/
2012.0,/cfb/schools/middle-tennessee-state/
2012.0,/cfb/schools/western-kentucky/
2012.0,/cfb/schools/troy/
2012.0,/cfb/schools/north-texas/
2012.0,/cfb/schools/florida-atlantic/
2012.0,/cfb/schools/florida-international/
2012.0,/cfb/schools/south-alabama/
2012.0,/cfb/schools/utah-state/
2012.0,/cfb/schools/san-jose-state/
2012.0,/cfb/schools/louisiana-tech/
2012.0,/cfb/schools/texas-san-antonio/
2012.0,/cfb/schools/texas-state/
2012.0,/cfb/schools/idaho/
2012.0,/cfb/schools/new-mexico-state/
2013.0,/cfb/schools/florida-state/
2013.0,/cfb/schools/clemson/
2013.0,/cfb/schools/boston-college/
2013.0,/cfb/schools/syracuse/
2013.0,/cfb/schools/maryland/
2013.0,/cfb/schools/wake-forest/
2013.0,/cfb/schools/north-carolina-state/
2013.0,/cfb/schools/duke/
2013.0,/cfb/schools/miami-fl/
2013.0,/cfb/schools/virginia-tech/
2013.0,/cfb/schools/georgia-tech/
2013.0,/cfb/schools/north-carolina/
2013.0,/cfb/schools/pittsburgh/
2013.0,/cfb/schools/virginia/
2013.0,/cfb/schools/central-florida/
2013.0,/cfb/schools/louisville/
2013.0,/cfb/schools/cincinnati/
2013.0,/cfb/schools/houston/
2013.0,/cfb/schools/southern-methodist/
2013.0,/cfb/schools/rutgers/
2013.0,/cfb/schools/connecticut/
2013.0,/cfb/schools/south-florida/
2013.0,/cfb/schools/memphis/
2013.0,/cfb/schools/temple/
2013.0,/cfb/schools/baylor/
2013.0,/cfb/schools/oklahoma/
2013.0,/cfb/schools/oklahoma-state/
2013.0,/cfb/schools/texas/
2013.0,/cfb/schools/kansas-state/
2013.0,/cfb/schools/texas-tech/
2013.0,/cfb/schools/texas-christian/
2013.0,/cfb/schools/west-virginia/
2013.0,/cfb/schools/iowa-state/
2013.0,/cfb/schools/kansas/
2013.0,/cfb/schools/ohio-state/
2013.0,/cfb/schools/wisconsin/
2013.0,/cfb/schools/penn-state/
2013.0,/cfb/schools/indiana/
2013.0,/cfb/schools/illinois/
2013.0,/cfb/schools/purdue/
2013.0,/cfb/schools/michigan-state/
2013.0,/cfb/schools/iowa/
2013.0,/cfb/schools/nebraska/
2013.0,/cfb/schools/minnesota/
2013.0,/cfb/schools/michigan/
2013.0,/cfb/schools/northwestern/
2013.0,/cfb/schools/marshall/
2013.0,/cfb/schools/east-carolina/
2013.0,/cfb/schools/middle-tennessee-state/
2013.0,/cfb/schools/florida-atlantic/
2013.0,/cfb/schools/alabama-birmingham/
2013.0,/cfb/schools/florida-international/
2013.0,/cfb/schools/southern-mississippi/
2013.0,/cfb/schools/rice/
2013.0,/cfb/schools/north-texas/
2013.0,/cfb/schools/texas-san-antonio/
2013.0,/cfb/schools/tulane/
2013.0,/cfb/schools/louisiana-tech/
2013.0,/cfb/schools/tulsa/
2013.0,/cfb/schools/texas-el-paso/
2013.0,/cfb/schools/notre-dame/
2013.0,/cfb/schools/new-mexico-state/
2013.0,/cfb/schools/navy/
2013.0,/cfb/schools/brigham-young/
2013.0,/cfb/schools/army/
2013.0,/cfb/schools/idaho/
2013.0,/cfb/schools/bowling-green-state/
2013.0,/cfb/schools/buffalo/
2013.0,/cfb/schools/ohio/
2013.0,/cfb/schools/akron/
2013.0,/cfb/schools/kent-state/
2013.0,/cfb/schools/massachusetts/
2013.0,/cfb/schools/miami-oh/
2013.0,/cfb/schools/northern-illinois/
2013.0,/cfb/schools/ball-state/
2013.0,/cfb/schools/central-michigan/
2013.0,/cfb/schools/toledo/
2013.0,/cfb/schools/eastern-michigan/
